timestamp,value,is_anomaly,anomaly
1,74,0,False
2,10585,0,False
3,7028,0,False
4,2166,0,False
5,2423,0,False
6,2382,0,False
7,2304,0,False
8,2948,0,False
9,2532,0,False
10,2619,0,False
11,2443,0,False
12,2666,0,False
13,2504,0,False
14,2302,0,False
15,2685,0,False
16,2455,0,False
17,1929,0,False
18,2871,0,False
19,8449,0,False
20,945,0,False
21,4054,0,False
22,990,0,False
23,975,0,False
24,1181,0,False
25,1352,0,False
26,1692,0,False
27,1911,0,False
28,2115,0,False
29,2538,0,False
30,6872,0,False
31,2337,0,False
32,2314,0,False
33,2071,0,False
34,1936,0,False
35,2426,0,False
36,2325,0,False
37,2537,0,False
38,2455,0,False
39,2889,0,False
40,2771,0,False
41,2167,0,False
42,1587,0,False
43,1115,0,False
44,983,0,False
45,1116,0,False
46,4692,0,False
47,3948,0,False
48,1902,0,False
49,1353,0,False
50,1634,0,False
51,1852,0,False
52,2254,0,False
53,2318,0,False
54,2195,0,False
55,2181,0,False
56,2414,0,False
57,1877,0,False
58,1966,0,False
59,2214,0,False
60,2172,0,False
61,2338,0,False
62,2382,0,False
63,2694,0,False
64,2567,0,False
65,1800,0,False
66,1360,0,False
67,1026,0,False
68,875,0,False
69,907,0,False
70,918,0,False
71,1101,0,False
72,6579,0,False
73,3328,0,False
74,4527,0,False
75,4575,0,False
76,2484,0,False
77,8108,0,False
78,2777,0,False
79,2384,0,False
80,2407,0,False
81,10462,0,False
82,2415,0,False
83,2337,0,False
84,2211,0,False
85,2533,0,False
86,2472,0,False
87,2673,0,False
88,2464,0,False
89,1941,0,False
90,1397,0,False
91,982,0,False
92,948,0,False
93,934,0,False
94,1874,0,False
95,1879,0,False
96,1225,0,False
97,1373,0,False
98,1605,0,False
99,2017,0,False
100,2301,0,False
101,2182,0,False
102,2281,0,False
103,2515,0,False
104,3117,0,False
105,5390,0,False
106,2363,0,False
107,2033,0,False
108,2322,0,False
109,5702,0,False
110,2744,0,False
111,2051,0,False
112,2123,0,False
113,1819,0,False
114,1565,0,False
115,1148,0,False
116,1263,0,False
117,4726,0,False
118,7172,0,False
119,1151,0,False
120,1299,0,False
121,1178,0,False
122,1344,0,False
123,1762,0,False
124,1897,0,False
125,2969,0,False
126,8749,0,False
127,6435,0,False
128,2037,0,False
129,1964,0,False
130,1930,0,False
131,1978,0,False
132,1660,0,False
133,1534,0,False
134,1702,0,False
135,1859,0,False
136,1838,0,False
137,1911,0,False
138,1402,0,False
139,1378,0,False
140,1726,0,False
141,6575,0,False
142,9247,0,False
143,8875,0,False
144,5587,0,False
145,2022,0,False
146,1323,0,False
147,1812,0,False
148,1683,0,False
149,2252,0,False
150,2163,0,False
151,2530,0,False
152,7284,0,False
153,7818,0,False
154,2046,0,False
155,3393,0,False
156,3193,0,False
157,2950,0,False
158,2842,0,False
159,2510,0,False
160,2219,0,False
161,1775,0,False
162,1369,0,False
163,1639,0,False
164,5970,0,False
165,12027,0,False
166,6925,0,False
167,6975,0,False
168,3514,0,False
169,1309,0,False
170,1584,0,False
171,2089,0,False
172,2103,0,False
173,11075,0,False
174,6227,0,False
175,2168,0,False
176,2255,0,False
177,2202,0,False
178,2142,0,False
179,2374,0,False
180,2376,0,False
181,2344,0,False
182,2604,0,False
183,2963,0,False
184,2510,0,False
185,2014,0,False
186,1365,0,False
187,1169,0,False
188,943,0,False
189,805,0,False
190,990,0,False
191,1627,0,False
192,8185,0,False
193,7920,0,False
194,7188,0,False
195,5459,0,False
196,3593,0,False
197,19066,0,False
198,14800,0,False
199,8443,0,False
200,2830,0,False
201,2209,0,False
202,2249,0,False
203,2320,0,False
204,2072,0,False
205,2208,0,False
206,3349,0,False
207,2909,0,False
208,2123,0,False
209,2006,0,False
210,1129,0,False
