timestamp,value,is_anomaly,anomaly
1,0,0,False
2,33,0,False
3,177,0,False
4,109,0,False
5,119,0,False
6,89,0,False
7,102,0,False
8,130,0,False
9,249,0,False
10,365,0,False
11,476,0,False
12,443,0,False
13,577,0,False
14,577,0,False
15,425,0,False
16,440,0,False
17,480,0,False
18,527,0,False
19,564,0,False
20,455,0,False
21,429,0,False
22,435,0,False
23,344,0,False
24,404,0,False
25,294,0,False
26,224,0,False
27,209,0,False
28,213,0,False
29,184,0,False
30,172,0,False
31,105,0,False
32,124,0,False
33,168,0,False
34,213,0,False
35,253,0,False
36,270,0,False
37,280,0,False
38,261,0,False
39,260,0,False
40,230,0,False
41,233,0,False
42,289,0,False
43,258,0,False
44,228,0,False
45,202,0,False
46,277,0,False
47,294,0,False
48,277,0,False
49,302,0,False
50,289,0,False
51,272,0,False
52,236,0,False
53,235,0,False
54,192,0,False
55,145,0,False
56,138,0,False
57,146,0,False
58,132,0,False
59,160,0,False
60,185,0,False
61,190,0,False
62,172,0,False
63,154,0,False
64,239,0,False
65,194,0,False
66,197,0,False
67,204,0,False
68,225,0,False
69,238,0,False
70,237,0,False
71,259,0,False
72,219,0,False
73,232,0,False
74,287,0,False
75,143,0,False
76,130,0,False
77,145,0,False
78,123,0,False
79,152,0,False
80,164,0,False
81,430,0,False
82,315,0,False
83,373,0,False
84,619,0,False
85,435,0,False
86,415,0,False
87,315,0,False
88,353,0,False
89,573,0,False
90,617,0,False
91,667,0,False
92,513,0,False
93,343,0,False
94,254,0,False
95,239,0,False
96,270,0,False
97,242,0,False
98,162,0,False
99,112,0,False
100,101,0,False
101,241,0,False
102,158,0,False
103,101,0,False
104,179,0,False
105,253,0,False
106,311,0,False
107,521,0,False
108,515,0,False
109,541,0,False
110,521,0,False
111,412,0,False
112,450,0,False
113,549,0,False
114,610,0,False
115,624,0,False
116,614,0,False
117,267,0,False
118,301,0,False
119,276,0,False
120,295,0,False
121,286,0,False
122,269,0,False
123,176,0,False
124,164,0,False
125,156,0,False
126,99,0,False
127,129,0,False
128,178,0,False
129,250,0,False
130,352,0,False
131,450,0,False
132,552,0,False
133,615,0,False
134,653,0,False
135,473,0,False
136,406,0,False
137,586,0,False
138,594,0,False
139,618,0,False
140,427,0,False
141,369,0,False
142,305,0,False
143,298,0,False
144,306,0,False
145,235,0,False
146,160,0,False
147,126,0,False
148,114,0,False
149,125,0,False
150,94,0,False
151,110,0,False
152,110,0,False
153,230,0,False
154,383,0,False
155,529,0,False
156,530,0,False
157,529,0,False
158,465,0,False
159,453,0,False
160,390,0,False
161,522,0,False
162,552,0,False
163,584,0,False
164,457,0,False
165,375,0,False
166,357,0,False
167,287,0,False
168,326,0,False
169,286,0,False
170,228,0,False
171,164,0,False
172,129,0,False
173,129,0,False
174,105,0,False
175,97,0,False
176,164,0,False
177,272,0,False
178,342,0,False
179,489,0,False
180,511,0,False
181,553,0,False
182,490,0,False
183,394,0,False
184,429,0,False
185,495,0,False
186,532,0,False
187,509,0,False
188,418,0,False
189,415,0,False
190,300,0,False
191,308,0,False
192,526,0,False
193,666,0,False
194,307,0,False
195,192,0,False
196,192,0,False
197,177,0,False
198,162,0,False
199,162,0,False
200,148,0,False
201,224,0,False
