timestamp,value,is_anomaly,anomaly
1,0,0,False
2,33,0,False
3,31,0,False
4,68,0,False
5,63,0,False
6,128,0,False
7,78,0,False
8,152,0,False
9,111,0,False
10,88,0,False
11,83,0,False
12,78,0,False
13,69,0,False
14,39,0,False
15,78,0,False
16,79,0,False
17,101,0,False
18,114,0,False
19,63,0,False
20,52,0,False
21,32,0,False
22,10,0,False
23,12,0,False
24,8,0,False
25,13,0,False
26,51,0,False
27,42,0,False
28,21,0,False
29,25,0,False
30,54,0,False
31,78,0,False
32,65,0,False
33,57,0,False
34,58,0,False
35,55,0,False
36,51,0,False
37,62,0,False
38,65,0,False
39,70,0,False
40,72,0,False
41,66,0,False
42,86,0,False
43,98,0,False
44,84,0,False
45,80,0,False
46,4,0,False
47,4,0,False
48,1,0,False
49,3,0,False
50,14,0,False
51,26,0,False
52,48,0,False
53,79,0,False
54,63,0,False
55,82,0,False
56,83,0,False
57,40,0,False
58,68,0,False
59,62,0,False
60,71,0,False
61,62,0,False
62,102,0,False
63,103,0,False
64,59,0,False
65,61,0,False
66,75,0,False
67,101,0,False
68,27,0,False
69,23,0,False
70,11,0,False
71,9,0,False
72,10,0,False
73,7,0,False
74,11,0,False
75,22,0,False
76,41,0,False
77,45,0,False
78,38,0,False
79,31,0,False
80,33,0,False
81,38,0,False
82,108,0,False
83,116,0,False
84,122,0,False
85,140,0,False
86,111,0,False
87,104,0,False
88,84,0,False
89,103,0,False
90,154,0,False
91,117,0,False
92,38,0,False
93,23,0,False
94,11,0,False
95,13,0,False
96,12,0,False
97,11,0,False
98,38,0,False
99,34,0,False
100,31,0,False
101,36,0,False
102,33,0,False
103,27,0,False
104,50,0,False
105,36,0,False
106,61,0,False
107,20,0,False
108,30,0,False
109,44,0,False
110,45,0,False
111,42,0,False
112,30,0,False
113,54,0,False
114,44,0,False
115,26,0,False
116,14,0,False
117,20,0,False
118,16,0,False
119,10,0,False
120,8,0,False
121,14,0,False
122,10,0,False
123,22,0,False
124,22,0,False
125,23,0,False
126,20,0,False
127,20,0,False
128,21,0,False
129,27,0,False
130,57,0,False
131,105,0,False
132,103,0,False
133,39,0,False
134,79,0,False
135,101,0,False
136,44,0,False
137,53,0,False
138,49,0,False
139,49,0,False
140,34,0,False
141,21,0,False
142,13,0,False
143,16,0,False
144,12,0,False
145,10,0,False
146,19,0,False
147,20,0,False
148,19,0,False
149,27,0,False
150,43,0,False
151,52,0,False
152,44,0,False
153,25,0,False
154,19,0,False
155,24,0,False
156,32,0,False
157,39,0,False
158,46,0,False
159,56,0,False
160,82,0,False
161,84,0,False
162,101,0,False
163,100,0,False
164,101,0,False
165,104,0,False
166,92,0,False
167,76,0,False
168,82,0,False
169,76,0,False
170,74,0,False
171,87,0,False
172,100,0,False
173,94,0,False
174,92,0,False
175,102,0,False
176,107,0,False
177,98,0,False
178,102,0,False
179,152,0,False
180,44,0,False
181,80,0,False
182,96,0,False
183,119,0,False
184,128,0,False
185,120,0,False
186,358,0,False
187,418,0,False
188,104,0,False
189,101,0,False
190,100,0,False
191,83,0,False
192,84,0,False
193,101,0,False
194,91,0,False
195,102,0,False
196,88,0,False
197,114,0,False
198,122,0,False
199,118,0,False
200,107,0,False
201,118,0,False
