timestamp,value,is_anomaly,anomaly
1,5,0,False
2,60,0,False
3,88,0,False
4,84,0,False
5,111,0,False
6,112,0,False
7,1235,0,True
8,710,0,False
9,618,0,False
10,84,0,False
11,100,0,False
12,125,0,False
13,114,0,False
14,145,0,False
15,91,0,False
16,94,0,False
17,79,0,False
18,50,0,False
19,39,0,False
20,28,0,False
21,29,0,False
22,24,0,False
23,19,0,False
24,21,0,False
25,27,0,False
26,46,0,False
27,133,0,False
28,143,0,False
29,86,0,False
30,118,0,False
31,56,0,False
32,92,0,False
33,85,0,False
34,122,0,False
35,74,0,False
36,84,0,False
37,54,0,False
38,77,0,False
39,84,0,False
40,139,0,False
41,65,0,False
42,38,0,False
43,35,0,False
44,47,0,False
45,37,0,False
46,53,0,False
47,55,0,False
48,45,0,False
49,46,0,False
50,35,0,False
51,68,0,False
52,82,0,False
53,154,0,False
54,128,0,False
55,79,0,False
56,66,0,False
57,92,0,False
58,67,0,False
59,58,0,False
60,58,0,False
61,63,0,False
62,61,0,False
63,55,0,False
64,71,0,False
65,64,0,False
66,92,0,False
67,44,0,False
68,35,0,False
69,53,0,False
70,49,0,False
71,49,0,False
72,103,0,False
73,107,0,False
74,74,0,False
75,56,0,False
76,60,0,False
77,73,0,False
78,99,0,False
79,84,0,False
80,129,0,False
81,101,0,False
82,101,0,False
83,51,0,False
84,95,0,False
85,48,0,False
86,40,0,False
87,55,0,False
88,56,0,False
89,935,0,False
90,34,0,False
91,57,0,False
92,70,0,False
93,72,0,False
94,66,0,False
95,72,0,False
96,49,0,False
97,41,0,False
98,42,0,False
99,39,0,False
100,81,0,False
101,90,0,False
102,92,0,False
103,81,0,False
104,145,0,False
105,47,0,False
106,63,0,False
107,118,0,False
108,56,0,False
109,127,0,False
110,48,0,False
111,114,0,False
112,78,0,False
113,58,0,False
114,56,0,False
115,67,0,False
116,155,0,False
117,123,0,False
118,118,0,False
119,133,0,False
120,75,0,False
121,29,0,False
122,68,0,False
123,91,0,False
124,101,0,False
125,22,0,False
126,20,0,False
127,27,0,False
128,45,0,False
129,42,0,False
130,59,0,False
131,52,0,False
132,62,0,False
133,81,0,False
134,84,0,False
135,104,0,False
136,111,0,False
137,91,0,False
138,33,0,False
139,26,0,False
140,37,0,False
141,23,0,False
142,29,0,False
143,45,0,False
144,49,0,False
145,27,0,False
146,46,0,False
147,39,0,False
148,72,0,False
149,81,0,False
150,64,0,False
