timestamp,value,is_anomaly,anomaly
1,6976,0,False
2,6177,0,False
3,5774,0,False
4,6759,0,False
5,8560,0,False
6,11015,0,False
7,13124,0,False
8,14874,0,False
9,15338,0,False
10,15280,0,False
11,15063,0,False
12,15168,0,False
13,14948,0,False
14,14817,0,False
15,14960,0,False
16,14547,0,False
17,14827,0,False
18,14650,0,False
19,14283,0,False
20,14300,0,False
21,13772,0,False
22,12389,0,False
23,10435,0,False
24,8440,0,False
25,7536,0,False
26,6428,0,False
27,5994,0,False
28,6100,0,False
29,6995,0,False
30,9078,0,False
31,12171,0,False
32,14424,0,False
33,15825,0,False
34,15864,0,False
35,15657,0,False
36,15014,0,False
37,14438,0,False
38,14190,0,False
39,13932,0,False
40,13595,0,False
41,13266,0,False
42,13283,0,False
43,13443,0,False
44,13280,0,False
45,12905,0,False
46,11916,0,False
47,10072,0,False
48,8276,0,False
49,6703,0,False
50,5848,0,False
51,5450,0,False
52,5589,0,False
53,6128,0,False
54,8139,0,False
55,10920,0,False
56,13275,0,False
57,14463,0,False
58,15303,0,False
59,15075,0,False
60,15259,0,False
61,14877,0,False
62,14758,0,False
63,15145,0,False
64,14563,0,False
65,13866,0,False
66,15003,0,False
67,15373,0,False
68,15502,0,False
69,14677,0,False
70,12560,0,False
71,11919,0,False
72,8956,0,False
73,8034,0,False
74,6910,0,False
75,6619,0,False
76,7005,0,False
77,8400,0,False
78,10822,0,False
79,14124,0,False
80,16145,0,False
81,17438,0,False
82,18137,0,False
83,17875,0,False
84,17725,0,False
85,17080,0,False
86,16566,0,False
87,16681,0,False
88,16389,0,False
89,16659,0,False
90,17289,0,False
91,17812,0,False
92,17764,0,False
93,16586,0,False
94,13894,0,False
95,11404,0,False
96,9383,0,False
97,7516,0,False
98,6636,0,False
99,6218,0,False
100,7111,0,False
101,9294,0,False
102,11873,0,False
103,14283,0,False
104,15984,0,False
105,16607,0,False
106,17095,0,False
107,16798,0,False
108,16701,0,False
109,16221,0,False
110,16254,0,False
111,16598,0,False
112,16726,0,False
113,16892,0,False
114,17360,0,False
115,18021,0,False
116,18000,0,False
117,16883,0,False
118,13861,0,False
119,11042,0,False
120,8880,0,False
121,6736,0,False
122,5764,0,False
123,5571,0,False
124,6230,0,False
125,8323,0,False
126,10545,0,False
127,12468,0,False
128,13588,0,False
129,13988,0,False
130,14420,0,False
131,14611,0,False
132,14444,0,False
133,14787,0,False
134,14333,0,False
135,14369,0,False
136,14739,0,False
137,14419,0,False
138,14841,0,False
139,15275,0,False
140,15656,0,False
