timestamp,0,1,2,3,4,5,6,7,8,9,10,11,is_anomaly,anomaly
0,0.5804691396063525,-0.9025340443520412,0.617899185491927,-0.9979424830480632,-2.4637988529129173,-0.8464547546069275,2.3498493186157656,0.3753997538878451,-0.6493335450526027,1.6046371467312095,-0.623059799059301,-0.383125486698553,0.0,False
1,0.7843749306750099,-1.0773663461464773,0.6157809015280145,-0.921910994626596,-2.3885530948209626,-0.6380472117163889,2.106683943494212,0.3610177635153015,-0.7143170611837675,1.2602355060688797,-0.4233393440081778,-0.2877912036593982,0.0,False
2,0.7912923768458759,-1.0862421559779176,0.6697727243488322,-0.8061117458797682,-2.260781099783224,-0.5384908461361535,2.053282323895949,0.2664917080250442,-0.8428152302900233,1.081797291658518,-0.2672010367711759,-0.1722034805370557,0.0,False
3,1.2173056167543193,-1.0834245652670378,0.8554827405106837,-0.7248790148657337,-2.155551906232766,-0.1018789278639345,1.7685970408501426,0.3031507886527921,-1.044710260653493,0.6552895199623635,0.2142975942096575,-0.3418396280674397,0.0,False
4,1.06535209102792,-1.0301776881217692,0.7732969854497233,-0.4522893512431619,-1.9559065532602429,0.2482047130412894,1.530473793652543,0.2537395896348833,-0.9689606930803903,-0.2082871682528983,0.3315775870794581,0.0072876503611762,0.0,False
5,0.6826188019407374,-0.918645395201648,0.622184589937652,-0.1478522423240198,-1.7642504015334153,0.3997757382581038,1.4365765516191666,-0.1038934402274216,-0.9868606214551212,-0.4028740049609195,0.5608799159762191,0.4541404945579103,0.0,False
6,1.1919329022700291,-1.2009911317775988,0.9177584576802884,-0.2828228964664296,-1.574464532863184,0.6052245723096418,1.149307425823339,-0.1647724185133739,-1.2967739122788466,-0.1746900904486001,0.8886776974901031,0.3564149287897923,0.0,False
7,1.0854806059077478,-1.17162393454529,0.8793668500461518,0.0524221164017539,-1.3042859460357985,0.6329275772408491,0.9869813048220114,-0.3624041756091504,-1.3650486919860845,-0.323196034574423,1.1075251455384567,0.4756801548968281,0.0,False
8,1.232799180343933,-1.2916987953360035,0.910463502818976,0.0631180775455449,-1.0976454398988402,0.72753647922002,0.7285243385916369,-0.4909880360432731,-1.4906343874419024,-0.1491447572443648,1.2889143066164577,0.2646403961767076,0.0,False
9,0.897939982476361,-1.3096539520049113,0.9973619818572864,0.1304584345648836,-0.9254026790330993,0.9472415447764588,0.2384466859463247,-0.7236815992240626,-1.2982680280966292,-0.1376899770902393,1.385274465649898,0.3610253943543461,0.0,False
10,0.5612472095386357,-1.4099857232110315,1.0681322008591223,0.3482706337115511,-0.8052554009445945,1.0701047205507073,-0.1088653943934721,-1.045463964961881,-1.1429515322554131,0.2809465823959883,1.5203720733759918,0.0600317387352379,0.0,False
11,0.4430151407463203,-1.5499313830803163,1.2460314264393428,0.4754942297164251,-0.691146044534865,1.1076189156414304,-0.3348293815909722,-1.130693230664629,-1.109996808725166,0.8072707125983032,1.6683620197205455,-0.6349076307022953,0.0,False
